id,context,turn_cnt,speaker_idx,speaker_sex,speaker_age,intent,text
165433,주거와 생활,10,1번,남성,30대,(단언) 진술하기,우리집 왜케 쌀랑하냐 어둡고
61254,주거와 생활,5,1번,여성,30대,(단언) 주장하기,키키 아... 그러면 진짜 집도 좁아 보이고 그러더라 ㅜㅜ
162901,주거와 생활,8,1번,남성,30대,(단언) 주장하기,맞아 ㅠㅠ
18941,주거와 생활,10,1번,남성,40대,(단언) 주장하기,애들 학교다닐때는 학교 가까운게 좋은 거 같아요
79141,주거와 생활,4,2번,남성,20대,(단언) 주장하기,음...집 본 경험이 많이 없으면 그럴 수 있겠다.
140460,주거와 생활,6,3번,여성,20대,(단언) 주장하기,정촌에 있을꺼라드나 키키
129185,주거와 생활,24,1번,여성,20대,(단언) 진술하기,그래서 우리 집 단골이야 키키
32893,주거와 생활,7,1번,여성,40대,(지시) 질문하기,여기 아파트가 몇년정도 된거지?
75182,주거와 생활,17,2번,남성,20대,(단언) 주장하기,그럼 누구나 다 가질 수 있어
849,주거와 생활,15,1번,여성,20대,(단언) 주장하기,마당에서 주말에 브런치도 해먹어 보고 싶고 여름밤에 맥주도 마시고 그러면 좋을 거 같아!
129365,주거와 생활,4,1번,여성,20대,(단언) 주장하기,난 아직 정리 못해서 겨울 꺼랑 해야 해 키키
131554,주거와 생활,4,3번,남성,20대,(단언) 진술하기,나는 자취를 안 해봐서 모르겠다
83560,주거와 생활,18,2번,여성,20대,(지시) 질문하기,근데 전세는 집 나갈 때  전세금 갚으면 되는 거 아니야?
85289,주거와 생활,13,3번,남성,30대,(단언) 진술하기,그래도 당분간 불편하시겠어요.
74782,주거와 생활,9,2번,여성,30대,(단언) 진술하기,애기 친구 엄마도 곧 이사 가는데 전세 구하기 겁나 힘들었대요
134365,주거와 생활,19,3번,남성,20대,(단언) 주장하기,화장실에 욕조는 필수야
63871,주거와 생활,15,1번,여성,30대,(단언) 주장하기,다음번엔 빌라를 가더라도 엘베 있는 곳으로 가야겠다! 키키
87105,주거와 생활,11,1번,여성,20대,(단언) 진술하기,근데 요즘엔 되더라도 계약금없어서 못들어가는 경우도 많대요
113771,주거와 생활,14,2번,남성,20대,(단언) 주장하기,또 종류가 더 다양하니까 하하 편의점은 비싸 ㅠㅠ
141380,주거와 생활,15,2번,여성,20대,(지시) 충고/제안하기,집 짓지 말고 너도 한번 그냥 가봐
69584,주거와 생활,1,1번,여성,20대,(단언) 주장하기,밤 10시가 넘었는데 윗집 애가 시끄러워 죽겠다.
143347,주거와 생활,17,2번,여성,20대,(단언) 진술하기,나는 카페 1개밖에 없어... 15분 정도 걸어서
137910,주거와 생활,21,3번,남성,30대,(단언) 주장하기,단골인 거 다 알 듯
76547,주거와 생활,23,3번,여성,30대,(단언) 진술하기,전세는 집 인테리어를 세입자가 해야 하더라구
79169,주거와 생활,1,1번,여성,20대,(지시) 질문하기,장은 주로 어디에서 봐?
162921,주거와 생활,18,1번,남성,20대,(지시) 질문하기,나중에 형 같이 블사 창업할까요~?
93594,주거와 생활,7,1번,여성,30대,(단언) 진술하기,감독은 시즌2  계획이 없다는데 다들 벌써 기다리고 있데
86989,주거와 생활,8,2번,남성,30대,(지시) 충고/제안하기,아파트도 생각해봐
68356,주거와 생활,28,2번,여성,30대,(단언) 주장하기,진짜 불편하긴 하겠지만 운동된다 생각하자 ㅜㅠ
137009,주거와 생활,3,3번,남성,20대,(지시) 질문하기,자취방은 관리비 따로 내?
109911,주거와 생활,6,1번,여성,40대,(단언) 진술하기,아니~ 이번에 지원 좀 받고 해서 넓은 아파트로 이사가^^
130326,주거와 생활,14,1번,여성,20대,(단언) 주장하기,키키 일하기 싫어 ㅜㅜ
140760,주거와 생활,11,2번,남성,20대,(단언) 주장하기,목숨 걸어야 해
82860,주거와 생활,4,2번,여성,30대,(지시) 질문하기,너는 아직 거기 살아?
141986,주거와 생활,4,1번,여성,30대,(지시) 질문하기,*이 아파트에 사니?
85309,주거와 생활,2,2번,여성,30대,(단언) 주장하기,우리 아파트도 잘안되
130346,주거와 생활,18,1번,여성,30대,(단언) 주장하기,키키 월세라도 가야 하나
69708,주거와 생활,14,1번,여성,30대,(단언) 주장하기,하긴 이금액에 이만한데 어디서 구하나 싶기도하고 키키
141686,주거와 생활,21,3번,남성,20대,(단언) 주장하기,우리집도 3층이라 꿀이긴 해 키키
106101,주거와 생활,1,1번,남성,30대,(단언) 진술하기,우리집앞에 서브웨이가 생겼어!
143313,주거와 생활,1,1번,남성,30대,(단언) 진술하기,전세 사는데 정말 힘드네요.
69624,주거와 생활,7,1번,여성,30대,(단언) 주장하기,그렇게 따지면 자취 못하지...
139277,주거와 생활,9,3번,남성,20대,(단언) 주장하기,다 좋은 거 같아 나는
109908,주거와 생활,14,1번,여성,40대,(단언) 진술하기,사실 마음에 드는 아파트도 있었는데...
130852,주거와 생활,32,1번,남성,30대,(단언) 주장하기,카메라 고정하고 해야 하나
43082,주거와 생활,7,2번,남성,30대,(지시) 질문하기,한 달에 얼마씩 넣음?
60880,주거와 생활,9,1번,여성,30대,(단언) 주장하기,그래도 매번 귀찮잖아 챙겨가기
75802,주거와 생활,11,2번,남성,20대,(단언) 주장하기,저금 하는 사람들 너무 신기해 키키
99583,주거와 생활,5,1번,남성,20대,(단언) 주장하기,맞아요
165993,주거와 생활,17,1번,여성,30대,(단언) 진술하기,창문 열어 놓으니까 새벽까지 시끄러워 ㅠㅠ
134265,주거와 생활,14,2번,여성,20대,(단언) 주장하기,너무 녹초야
42099,주거와 생활,6,2번,여성,30대,(단언) 주장하기,맞재 ㅠㅠ 돈이 돈을 버는 듯...
67276,주거와 생활,22,3번,여성,20대,(지시) 명령/요구하기,키키 두 사람 중 한 사람이 사서 후기 알려주세요 키키
43182,주거와 생활,1,1번,여성,30대,(단언) 주장하기,내 방 인테리어 즘 해야 하는데...
136829,주거와 생활,2,2번,남성,30대,(단언) 주장하기,그래
84000,주거와 생활,11,1번,여성,20대,(지시) 질문하기,그래서 우리도 평택으로 가자고?
43405,주거와 생활,13,2번,여성,20대,(지시) 부탁하기,응 한 번 알아봐봐
111530,주거와 생활,17,3번,남성,20대,(단언) 주장하기,간지난다 진짜 가로등이 필요 없겠어
42540,주거와 생활,8,1번,여성,20대,(단언) 진술하기,음 내 생각에 잠깐 앞에 편의점을 간다더니 이 정도는 되는 것 같은데 계속 왔다 갔다 하고 그러는 건 안된다고 했어.
86944,주거와 생활,9,1번,여성,30대,(지시) 질문하기,왜요? 비용이 비싸나요?
106081,주거와 생활,9,1번,남성,20대,(단언) 주장하기,와 그럼 엄청 편하게 살 수 있겠다
87054,주거와 생활,3,2번,여성,40대,(단언) 진술하기,저희 동네는 많아요
73003,주거와 생활,21,2번,여성,30대,(단언) 진술하기,이게 우리는 부모님 밑에 사니까. 점수가 너무 낮아서. ㅠㅠ
84080,주거와 생활,41,2번,여성,30대,(지시) 질문하기,언젠가 집을 사겠지?
24423,주거와 생활,15,2번,여성,20대,(단언) 주장하기,모든 문제는 제때 돈 안내는 사람들 때문이야
129605,주거와 생활,4,1번,여성,20대,(단언) 진술하기,맞아 키키 아 월세 내는 날이라 돈 없어
75682,주거와 생활,4,2번,여성,20대,(단언) 주장하기,맞아 날 좋을 때 너는 게 좋긴 하지 키키
104668,주거와 생활,3,3번,여성,20대,(단언) 주장하기,그래 제주에서 반년은 너무 긴 것 아니니?
95220,주거와 생활,7,1번,여성,20대,(단언) 진술하기,근데 가격보고 마음 접었어.
129705,주거와 생활,10,2번,남성,20대,(단언) 주장하기,나는 꼭 30평대 신축 아파트에서 살 거야
111996,주거와 생활,6,2번,여성,20대,(단언) 주장하기,40년은 충분히 쓰지.
106047,주거와 생활,1,1번,여성,30대,(지시) 질문하기,인테리어하면서 집에 버릴게 천진데 이거 어떻게 해야하지?
2567,주거와 생활,47,1번,여성,20대,(단언) 진술하기,근데 양이 적은건지 뭔지 금방 쓰는 느낌
131354,주거와 생활,6,2번,남성,20대,(지시) 질문하기,너는 얼마나 됐어 ?!
103508,주거와 생활,1,1번,여성,20대,(지시) 질문하기,너희 집 주변은 편의 시설이 잘 갖춰져있어?
64870,주거와 생활,2,2번,여성,20대,(지시) 질문하기,그렇게 많이 나왔어?
144707,주거와 생활,11,1번,남성,30대,(단언) 주장하기,옥탑방에 대한 로망을 제대로 가지고 있구나
75782,주거와 생활,29,2번,여성,20대,(단언) 주장하기,만약에 할 거면 도시 쪽 주택을 알아봐야겄구먼
69696,주거와 생활,13,1번,여성,30대,(단언) 주장하기,집을 처음부터 잘 지었으면 서로 스트레스 안받았을텐데.
73512,주거와 생활,13,2번,여성,20대,(지시) 충고/제안하기,그래보자
90419,주거와 생활,11,2번,여성,40대,(단언) 진술하기,집주인이 손해라고 생각하나봐
45867,주거와 생활,10,1번,여성,20대,(단언) 주장하기,여기 치안 좋다고 해서 이사 온건데. 괜찮은 거 맞겠지.
113766,주거와 생활,4,1번,남성,20대,(단언) 주장하기,나는 지금도 좋은데 편의시설이 조금더 많은 곳으로 가고 싶더라구
133985,주거와 생활,14,3번,여성,30대,(단언) 진술하기,이유가 있겠지 ㅜㅜ
2592,주거와 생활,20,1번,여성,20대,(단언) 진술하기,강남이라
47776,주거와 생활,15,1번,여성,20대,(단언) 주장하기,향수 모으는 거 재밌음 키키
109891,주거와 생활,8,2번,여성,20대,(단언) 주장하기,와 진짜 부럽다.
64899,주거와 생활,1,1번,여성,30대,(단언) 주장하기,옆 집 정말 너무한 거 아니야...? 이 시간에 저렇게 떠들면 어떡해?
76387,주거와 생활,9,2번,남성,30대,(지시) 질문하기,아파트 방음이 안 좋은가
109880,주거와 생활,10,1번,여성,10대,(단언) 진술하기,우리집이 지금 공용 옥상라서 문이 열려 있거든.
103413,주거와 생활,10,2번,여성,50대,(단언) 진술하기,"그래서 쓰레기장에 우리 빌라 전용이라고 써붙여놨는데, 지키질 않네."
73043,주거와 생활,20,1번,여성,20대,(단언) 주장하기,아 맞앙 ㅠㅠ 나도 내 집 있는 성공한 어른 되고 싶어
164691,주거와 생활,9,2번,남성,20대,(지시) 질문하기,배달 시켜도 너가 내려가고 그랬어?
73532,주거와 생활,5,1번,여성,30대,(단언) 주장하기,어 그거 요즘 완전 내 갈망템임...
69730,주거와 생활,9,1번,여성,20대,(단언) 주장하기,난 설거지를 미뤄놔 키키
141946,주거와 생활,14,2번,여성,30대,(단언) 주장하기,응 부동산 값이 잡히긴 해야지
85291,주거와 생활,7,2번,남성,30대,(단언) 진술하기,나 이번에 이사했는데 완전 역세권
18941,주거와 생활,15,2번,여성,30대,(단언) 주장하기,저도 코로나 오고 나니 시골이나 아님 마당있는 주택으로 이사가고 싶더라구요ㅠ
111310,주거와 생활,11,1번,여성,20대,(단언) 주장하기,맞아 키키
111030,주거와 생활,28,1번,여성,20대,(단언) 주장하기,헐 키키 그러면 옷 잘 관리 해야지 ㅜㅜ
69612,주거와 생활,4,2번,남성,20대,(단언) 주장하기,그건 못 살거 같아!
40821,주거와 생활,9,1번,여성,30대,(단언) 진술하기,상가주택이기는 한데 옥상에 텃밭이 있어요
45454,주거와 생활,18,2번,남성,30대,(단언) 주장하기,어 ㅜㅜ 나중에 보고 엄마 꺼도 받아야지
167855,주거와 생활,9,2번,남성,30대,(단언) 주장하기,난 거절 키키
99723,주거와 생활,7,3번,여성,20대,(지시) 질문하기,키키 그거 다 운이가 마시는거 아니냐
99383,주거와 생활,12,1번,여성,20대,(지시) 질문하기,무슨 라면 제일 좋아해?
126153,주거와 생활,4,2번,여성,20대,(단언) 진술하기,뭐 은행마다 다른 건 아니야
106000,주거와 생활,3,1번,여성,20대,(단언) 진술하기,아니 밤에는 안하는데 낮에 집에 있을 수가 없어
100547,주거와 생활,19,2번,남성,20대,(단언) 주장하기,진짜 키키 무조건 가야지
134085,주거와 생활,4,3번,남성,30대,(단언) 주장하기,내 집 마련
73403,주거와 생활,29,3번,여성,30대,(지시) 질문하기,막 20억 30억 하는 거 아니야?
61181,주거와 생활,14,1번,여성,20대,(단언) 주장하기,아 키키 오케오케 알아 키키
133545,주거와 생활,17,1번,남성,20대,(단언) 주장하기,키키 어 일할 때는 그게 필수지
100767,주거와 생활,1,1번,여성,30대,(지시) 질문하기,다들 집이 어디야?
169807,주거와 생활,6,1번,남성,30대,(단언) 주장하기,우짜노
133925,주거와 생활,11,2번,남성,20대,(단언) 진술하기,지방은 완젼 똥값이잖아 집값이 ㅠㅠ
63470,주거와 생활,1,1번,남성,20대,(단언) 주장하기,오늘 우리 집 인테리어 시공한다~! 키키
169287,주거와 생활,20,2번,남성,20대,(단언) 주장하기,어... 혼자 가기 무서워서...
